ukb_code	fg_code	fg_name	category_fg	category_meta	description_ukb	description_more_ukb
	O15_ABORT_FAILED	Failed attempted abortion	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_ABORT_OTHER	Other abortion	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_ABORT_UNS	Unspecified abortion	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_AMNIOT_OTHER	Other disorders of amniotic fluid and membranes	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_ANTENAT_ABNORM	Abnormal findings on antenatal screening of mother	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_ANTEPART_HAEM_NAS	Antepartum haemorrhage, not elsewhere classified	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_BIRTH_BREAT_INFECT	Infections of breast associated with childbirth	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_BREAST_LACT_OTHER_DIS	Other disorders of breast and lactation associated with childbirth	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_COMPLIC_ABORT_ECTOP_MOLAR	Complications following abortion and ectopic and molar pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_COMPLIC_LAB_DELIV	Complications of labour and delivery	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_COMPLIC_PUERP	Complications predominantly related to the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_DELIV_CAESAR	Single delivery by caesarean section	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_DELIV_MULTIP	Multiple delivery	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_DELIV_OTHER_ASSIST	Other assisted single delivery	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_ECLAMPSIA	Eclampsia	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_EXIST_HYPERT_COMPLIC	Pre-existing hypertension complicating pregnancy, childbirth and the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_GESTAT_HYPERT	Gestational [pregnancy-induced] hypertension	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_GESTAT_OEDEM_PREINUR	Gestational [pregnancy-induced] oedema and proteinuria without hypertension	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_ICP_WIDE	Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_ICP_WIDE_EXMORE	Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8 (more control exclusions)	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_LABOUR_ANEST_COMPLIC	Complications of anaesthesia during labour and delivery	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_LABOUR_INTRAPART_HAEMORRH	Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_LABOUR_OBSTR_OTHER	Other obstructed labour	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_LABOUR_PELVIC_ABNORM	Obstructed labour due to maternal pelvic abnormality	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_MATERN_CARE	Maternal care related to the fetus and amniotic cavity and possible delivery problems	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_MATERN_CARE_CERVICAL_INCOMPETENCE	Maternal care for cervical incompetence	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_MATERN_CARE_DISPROP	Maternal care for known or suspected disproportion	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_MATERN_CARE_FETAL_ABNORM	Maternal care for known or suspected fetal abnormality and damage	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_MATERN_HYPERT_UNS	Unspecified maternal hypertension	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_MATERN_INFECT_ELSEWHERE	Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and  the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_MAT_CARE_MALPRESENT	Maternal care for known or suspected malpresentation of fetus	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_MULTIP_GEST	Multiple gestation	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_MULTIP_GEST_COMPLIC	Complications specific to multiple gestation	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_OBSTET_TRAUMA_OTHER	Other obstetric trauma	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_PLAC_DISORD	Placental disorders	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_PLAC_PREMAT_SEPAR	Premature separation of placenta [abruptio placentae]	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_POLYHYDR	Polyhydramnios	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_POOR_FETGRO	Poor fetal growth	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_POSTPART_HAEMORRH_ANATOMY	Postpartum haemorrhage due to anatomy	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_POSTPART_HAEMORRH_PLACENTA	Postpartum haemorrhage due to retained placenta	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_PREECLAMPS_CHRONIC_HYPERT	Pre-eclampsia superimposed on chronic hypertension	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_PREEC_OR_FETGRO	Pre-eclampsia or poor fetal growth	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_PREG_ABORT	Pregnancy with abortive outcome	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_PREG_GU_INFECT	Infections of genitourinary tract in pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_PREG_HYDAT	Hydatidiform mole	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_PREG_OTHER_MAT_DISORD	Other maternal disorders predominantly related to pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_PREG_PROLONGED	Prolonged pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_PREG_VENOUS_HAEMORRH	Venous complications and haemorrhoids in pregnancy	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_PUERP_ANEST_COMPL	Complications of anaesthesia during the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_PUERP_COMPL_NAS	Complications of the puerperium, not elsewhere classified	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_PUERP_INFECT_OTHER	Other puerperal infections	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_PUERP_SEPSIS	Puerperal sepsis	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_RETAINED_PLAC_MEMB_NO_HEAMORRH	Retained placenta and membranes, without haemorrhage	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_TWIN_GEST	Twin gestation	XV Pregnancy, childbirth and the puerperium (O15_)			
	O15_VENOUS_COMPLIC	Venous complications and haemorrhoids in the puerperium	XV Pregnancy, childbirth and the puerperium (O15_)			
	OFFICIAL_TILASTOKESKUS_DEATH	Alcohol related diseases, tilastokeskus definition, death only	Alcohol related diseases			
	OSTEON_DRUGS	Osteonecrosis due to drugs	XIII Diseases of the musculoskeletal system and connective tissue (M13_)			
	OSTEOPOROSIS_FRACTURE_FG	Osteoporosis with pathological fracture (FG)	Rheuma endpoints			
	OSTPOPATFRACTURE	Drug-induced osteoporosis with pathological fracture	Rheuma endpoints			
	OSTPOPATFRCTURE_POSTEMENO	Postmenopausal osteoporosis with pathological fracture	Rheuma endpoints			
	OTHER_DRUGADVERS_SECONDA_PARKINSONI	Other drug-induced secondary parkinsonism	VI Diseases of the nervous system (G6_)			
	OTHER_SYSTCON_FG	Other systemic involvement of connective tissue (FG)	Rheuma endpoints			
	P16_BACTERIAL_SEPSIS_NEWBO	Bacterial sepsis of newborn	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_BIRTH_ASPHYXIA	Birth asphyxia	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_BIRTH_TRAUMA	Birth trauma	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_CARDIOV_DISORD_ORIGINA_PERINA_PERIOD	Cardiovascular disorders originating in the perinatal period	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_DISORD_RELATED_GESTATION_LOW_BIRTHWGHTT_NECIFIED	Disorders related to short gestation and low birth weight, not elsewhere classified	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_FEEDI_PROBL_NEWBO	Feeding problems of newborn	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_FET_NEWB_MATERN_COMPLICATIO_PREGNAC	Fetus and newborn affected by maternal complications of pregnancy	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_FET_NEWB_MATERN_COND_UNREL_PRESENT_PREGNAC	Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_FET_NEWB_MATERN_FACTO_COMPLICATIO_PREGNAC_LABOUR_DELIV	Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_INFECTIONS_SPECIFIC_PERINA_PERIOD	Infections specific to the perinatal period	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_NEONTAL_JAUND_OTH_UNSP_CAUSES	Neonatal jaundice from other and unspecified causes	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_OTH_DISORD_ORIGINA_PERINA_PERIOD	Other disorders originating in the perinatal period	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_OTH_INFECTIONS_SPECIFIC_PERINA_PERIOD	Other infections specific to the perinatal period	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_RESPI_CARDIOV_DISORD_SPECIFIC_PERINA_PERIOD	Respiratory and cardiovascular disorders specific to the perinatal period	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_RESPI_DISTR_NEWBO	Respiratory distress of newborn	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_SLOW_FETAL_GROWTH_FETAL_MALNUTRITION	Slow fetal growth and fetal malnutrition	XVI Certain conditions originating in the perinatal period (P16_)			
	P16_TRANSITO_DISORD_CARBOH_METABOLISM_SPECIFIC_FETUS_NEWBO	Transitory disorders of carbohydrate metabolism specific to fetus and newborn	XVI Certain conditions originating in the perinatal period (P16_)			
	PD2ND_EXMORE	Secondary parkinsonism (more control exclusions)	Neurological endpoints			
	PD_DEMENTIA_EXMORE	Dementia due to Parkinson's disease (more control exclusions)	Neurological endpoints			
	PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE	Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced	IX Diseases of the circulatory system (I9_)			
	PHLEBI_THROMBOP_OTHER_DEEP_VESSE_LOWER_EXTREMITI	Phlebitis and thrombophlebitis of other deep vessels of lower extremities, drug-induced	IX Diseases of the circulatory system (I9_)			
	PHLEBI_THROMBOP_SUPERF_VESSE_LOWER_EXTREMITI	Phlebitis and thrombophlebitis of superficial vessels of lower extremities, drug-induced	IX Diseases of the circulatory system (I9_)			
	PNEUMO_SEPTHICHE	Pneumococcal septicemia	Asthma and related endpoints			
	POLLENALLERG	Pollen allergy	Comorbidities of Asthma			
	PRIM_COXARTHROSIS	Primary coxarthrosis, bilateral	Rheuma endpoints			
	PRIM_KNEEARTHROSIS	Primary gonarthrosis, bilateral	Rheuma endpoints			
	PSORI_STRICT	Psoriasis (vulgaris), strict definition	XII Diseases of the skin and subcutaneous tissue (L12_)			
	PULM_INFECTIONS	COPD/asthma/ILD related infections	Interstitial lung disease endpoints			
	Q17_ANKYLOGLOSSIA	Ankyloglossia	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_ASD	Atrial septal defect	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_AVSD	Atrioventricular septal defect	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_BALANC_REARR_STRUCTURAL_MARKERS_NOT_ELSEW_CLASSIFIED	Balanced rearrangements and structural markers, not elsewhere classified	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CHROMOSOMAL_ABNORMALITI_NOT_ELSEW_CLASSIFIED	Chromosomal abnormalities, not elsewhere classified	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CLEFT_AND_CARIES_INCLAVO	Caries in Clefts patients , including avohilmo	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CLEFT_HARD_PALATE_NOS	Cleft hard palate NOS	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CLEFT_LIP_AND_PALATE	Cleft lip and palate	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CLEFT_LIP_CLEFT_PALATE	Cleft lip, lip and palate or palate	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CLEFT_PALATE	Cleft palate	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_COMPLEX_CARD_DEFEC	Complex cardiac defects	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_HYDROCEPHALUS	Congenital hydrocephalus	Neurological endpoints			
	Q17_CONGEN_ICHTHYOSIS	Congenital ichthyosis	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_LENS_MALFO	Congenital lens malformations	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_ANTER_SEGMENT_EYE	Congenital malformations of anterior segment of eye	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_BREAST	Congenital malformations of breast	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_CARDIAC_CHAMB_CONNECTIO	Congenital malformations of cardiac chambers and connections	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_CIRCULATO_SYSTEM	Congenital malformations of the circulatory system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_DEFORMAT_MUSCULOS_SYSTEM	Congenital malformations and deformations of the musculoskeletal system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_EAR_CAUSI_IMPAIRM_HEARING	Congenital malformations of ear causing impairment of hearing	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_EYELID_LACRIMAL_APPARA_ORBIT	Congenital malformations of eyelid, lacrimal apparatus and orbit	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_EYE_EAR_FACE_NECK	Congenital malformations of eye, ear, face and neck	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_GALLB_BILE_DUCTS_LIVER	Congenital malformations of gallbladder, bile ducts and liver	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_GENITAL_ORGANS	Congenital malformations of genital organs	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_NERVOUS_SYSTEM	Congenital malformations of the nervous system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_POSTERI_SEGMENT_EYE	Congenital malformations of posterior segment of eye	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_PULMONARY_TRICU_VALVES	Congenital malformations of pulmonary and tricuspid valves	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_RESPI_SYSTEM	Congenital malformations of the respiratory system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_TRACHEA_BRONCHUS	Congenital malformations of trachea and bronchus	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
	Q17_CONGEN_MALFO_URINARY_SYSTEM	Congenital malformations of the urinary system	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)			
